"PRODUCTION_NO"	"CHANNEL_ID"	"START_TIME"	"FIRST_PUB"	"PUB_DESCRIPTION"	"PUB_SOURCE_URL"	"PUB_TITLE"	"LAST_CHANGED_DATE"	"ON_DEMAND_FILENAME"	"PUB_SOURCE_URL_UPPER"	"ON_DEMAND_RESOURCE_PATH_UPPER"	"PUBLIC_URL"
802330720	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000001720016"	"Brunst"	12-06-2012 12:01	"53764_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000001720016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/09-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000001720016"
506100460	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000001730016"	"Hitlisten "	12-06-2012 12:01	"54887_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000001730016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/28-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000001730016"
808420770	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000001740016"	"Mabel"	12-06-2012 12:01	"64298_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000001740016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2010/5/12/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000001740016"
522236540	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000001750016"	"Casper & Mandrilaftalen. 06:48."	12-06-2012 12:01	"25850_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000001750016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/04-03-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000001750016"
506072230	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000001760016"	"Fup eller Fakta 03.12.1988."	12-06-2012 12:01	"63541_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000001760016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2009/12/20/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000001760016"
803710760	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000001770016"	"Kære fru lærer m. Signe K. MGP 2005."	12-06-2012 12:01	"58772_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000001770016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/14-09-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000001770016"
518007670	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000001780016"	"Den gode, den onde og den Virk'li sjove 13.04.1991."	12-06-2012 12:01	"54328_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000001780016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/08-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000001780016"
801972890	88	29-05-2012 18:51			"dka/00000000-0000-0000-0000-000001790016"	"Bamses Julerejse, 08:24"	12-06-2012 12:01	"46888_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000001790016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2009/12/6/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000001790016"
587001690	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-0000026c0016"	"Ugeavisen, afsnit 33"	12-06-2012 12:01	"65599_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000026C0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2011/4/8/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000026c0016"
830169930	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-0000026d0016"	"Rockerne 09:21 - Plankeværk."	12-06-2012 12:01	"27345_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000026D0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2011/3/10/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000026d0016"
830089150	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-0000026e0016"	"Bertelsen - De Uaktuelle Nyheder. 7:8"	12-06-2012 12:01	"23728_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000026E0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2010/12/21/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000026e0016"
808731790	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-0000026f0016"	"Ridder Ræddik 02:16"	12-06-2012 12:01	"64843_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000026F0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2010/11/26/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000026f0016"
505921880	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000002700016"	"Plade-parade"	12-06-2012 12:01	"53522_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000002700016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/04-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000002700016"
607803590	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000002710016"	"Svend Pri"	12-06-2012 12:01	"55145_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000002710016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/10-03-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000002710016"
101121000	88	29-05-2012 16:57			"dka/00000000-0000-0000-0000-000002720016"	"Krag meddeler sin afgang"	12-06-2012 12:01	"54854_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000002720016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/26-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000002720016"
901966300	88	29-05-2012 16:57			"dka/00000000-0000-0000-0000-000002730016"	"Hund og hund imellem. 03.01.1996."	12-06-2012 12:01	"54346_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000002730016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/08-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000002730016"
808247390	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000002740016"	"Koncert med beatgruppen ""Slade""."	12-06-2012 12:01	"64297_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000002740016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2010/5/12/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000002740016"
522236620	88	29-05-2012 16:57			"dka/00000000-0000-0000-0000-000002750016"	"Casper & Mandrilaftalen. 07:48."	12-06-2012 12:01	"25849_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000002750016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/04-03-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000002750016"
831013122	88	29-05-2012 19:02			"dka/00000000-0000-0000-0000-000002840016"	"DR. VALERIUS: Drik din egen urin"	10-12-2012 11:50	"pirat_net_valerius_afsnit_4_urin.mp4"	"DKA/00000000-0000-0000-0000-000002840016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/RTMP://VOD.DR.DK/PIRAT/MP4:/VIDEO/VALERIUS//"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000002840016"
591013700	88	29-05-2012 00:00			"dka/00000000-0000-0000-0000-000000680016"	"Landsbyen, 06:44."	19-06-2012 11:25	"67443_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000000680016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2012/1/5/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000000680016"
801567950	88	29-05-2012 18:51			"dka/00000000-0000-0000-0000-000000690016"	"Sære historier, 2. Fjernsyn for dig."	12-06-2012 12:00	"57588_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000000690016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2011/11/28/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000000690016"
506102910	88	29-05-2012 18:14			"dka/00000000-0000-0000-0000-0000006a0016"	"Dr. Dip, 3:5. Har De fået pip, dr. Dip?"	12-06-2012 12:00	"65884_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000006A0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2011/10/6/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000006a0016"
404066510	88	29-05-2012 18:51			"dka/00000000-0000-0000-0000-0000006b0016"	"Fader min"	12-06-2012 12:00	"67222_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000006B0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2011/8/23/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000006b0016"
522239480	88	29-05-2012 18:51			"dka/00000000-0000-0000-0000-000000750016"	"Casper & Mandrilaftalen. 30:48."	12-06-2012 12:00	"25855_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000000750016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/15-03-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000000750016"
506072660	88	29-05-2012 18:51			"dka/00000000-0000-0000-0000-000000760016"	"Fup eller Fakta 23.12.1988."	12-06-2012 12:00	"63542_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000000760016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2009/12/20/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000000760016"
803710760	88	29-05-2012 18:51			"dka/00000000-0000-0000-0000-000000770016"	"Du må forstå m. Twiz. MGP 2005."	12-06-2012 12:00	"58773_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000000770016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/14-09-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000000770016"
506128200	88	29-05-2012 18:51			"dka/00000000-0000-0000-0000-000000780016"	"Den gode, den onde og den virk'li sjove 07.04.1990."	12-06-2012 12:00	"54329_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000000780016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/08-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000000780016"
801972970	88	29-05-2012 18:51			"dka/00000000-0000-0000-0000-000000790016"	"Bamses Julerejse, 09:24"	12-06-2012 12:00	"46887_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000000790016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2009/12/6/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000000790016"
831013124	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000000840016"	"DR. VALERIUS: Fuglelort"	10-12-2012 11:50	"pirat_net_valerius_afsnit_1_fugleklat.mp4"	"DKA/00000000-0000-0000-0000-000000840016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/VALERIUS//"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000000840016"
831013259	88	29-05-2012 18:51			"dka/00000000-0000-0000-0000-000000860016"	"Raveonettes live fra en ubåd"	10-12-2012 11:50	"sessions_raveonettes_mp4.mp4"	"DKA/00000000-0000-0000-0000-000000860016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000000860016"
928395150	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000000870016"	"Wulffmorgenthaler: Skolefotografen (5:7)"	10-12-2012 11:50	"60348_720x576x6m.mp4"	"DKA/00000000-0000-0000-0000-000000870016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/MM//"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000000870016"
830107230	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000000880016"	"Elsker, elsker ikke: pigernes scoretricks"	10-12-2012 11:50	"59861_720x576x6m.mp4"	"DKA/00000000-0000-0000-0000-000000880016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/MM//"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000000880016"
505299150	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000001700016"	"Pop 78."	12-06-2012 12:01	"53559_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000001700016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/04-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000001700016"
202651280	88	29-05-2012 17:58			"dka/00000000-0000-0000-0000-000001710016"	"Otto Brandenburg"	12-06-2012 12:01	"55219_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000001710016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/10-03-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000001710016"
518108940	88	29-05-2012 18:28			"dka/00000000-0000-0000-0000-0000a2780016"	"Live i smat"	12-06-2012 13:09	"49111_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000A2780016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/19-06-2009/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000a2780016"
831013038	88	29-05-2012 18:44			"dka/00000000-0000-0000-0000-0000a2840016"	"SEXPRAKTIK: Brazilian wax"	10-12-2012 12:22	"sexpraktik_voks.mp4"	"DKA/00000000-0000-0000-0000-0000A2840016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/SEXPRAKTIK//"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000a2840016"
230846370	88	29-05-2012 18:44			"dka/00000000-0000-0000-0000-0000a2850016"	"Den 11. time: Hvor menneskelig er Geert Wilders?"	10-12-2012 12:22	"20080318_wildersHL02.flv"	"DKA/00000000-0000-0000-0000-0000A2850016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/RTMP://VOD.DR.DK/PIRAT/FLV:VIDEO/11TIME//"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000a2850016"
213653350	88	12-07-2012 13:30	14-07-1998 00:00	"desc"	"dka/00069283"	"Gæster på grillen, 04:12."	13-07-2012 10:12	"69283_720x540x1400K.mp4"	"DKA/00069283"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2012/7/3"	"http://www.dr.dk/bonanza/"
522443330	88	29-05-2012 17:37			"dka/00000000-0000-0000-0000-000016880016"	"Den irriterende mand - Valentines Day"	10-12-2012 11:52	"61002_720x576x6m.mp4"	"DKA/00000000-0000-0000-0000-000016880016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/MM//"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000016880016"
214145650	88	29-05-2012 16:56			"dka/00000000-0000-0000-0000-000017670016"	"Klovnen kommer."	12-06-2012 12:10	"52798_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000017670016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2012/3/6/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000017670016"
901278920	88	29-05-2012 16:56			"dka/00000000-0000-0000-0000-000017680016"	"El guitar og saxofon..."	12-06-2012 12:10	"67709_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000017680016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2011/11/28/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000017680016"
902831770	88	29-05-2012 16:56			"dka/00000000-0000-0000-0000-000017690016"	"Jul på Kronborg, 04:24"	12-06-2012 12:10	"47850_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000017690016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2011/11/28/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000017690016"
808167520	88	29-05-2012 16:56			"dka/00000000-0000-0000-0000-0000176a0016"	"1970erne: Ingrid og Lillebror."	12-06-2012 12:10	"53170_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-0000176A0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/24-01-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000176a0016"
522178830	88	29-05-2012 16:56			"dka/00000000-0000-0000-0000-0000176b0016"	"Farce til fire. 5:8"	12-06-2012 12:10	"66045_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000176B0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2011/3/28/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000176b0016"
404773540	88	29-05-2012 16:56			"dka/00000000-0000-0000-0000-0000176c0016"	"Ugeavisen, afsnit 12"	12-06-2012 12:10	"65574_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000176C0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2011/4/7/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000176c0016"
860012790	88	29-05-2012 16:56			"dka/00000000-0000-0000-0000-0000176d0016"	"Dansk Melodi Grand Prix 2004. 1. del"	12-06-2012 12:10	"65680_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000176D0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2011/2/28/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000176d0016"
522047490	88	29-05-2012 16:56			"dka/00000000-0000-0000-0000-0000176e0016"	"Safari"	12-06-2012 12:10	"65399_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000176E0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2010/12/19/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000176e0016"
214132160	88	29-05-2012 16:56			"dka/00000000-0000-0000-0000-0000176f0016"	"Historier fra en politistation, 06:14. Taskerøveriet i Skelbækgade."	12-06-2012 12:10	"55597_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000176F0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/31-03-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000176f0016"
505479990	88	29-05-2012 16:56			"dka/00000000-0000-0000-0000-000017700016"	"Michala Petri Trio"	12-06-2012 12:10	"53472_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000017700016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/04-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000017700016"
809205680	88	29-05-2012 18:45			"dka/00000000-0000-0000-0000-000017710016"	"Showbizz"	12-06-2012 12:10	"54263_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000017710016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/09-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000017710016"
522333740	88	29-05-2012 18:45			"dka/00000000-0000-0000-0000-000017720016"	"John Mogensen"	12-06-2012 12:10	"55258_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000017720016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/10-03-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000017720016"
901179940	88	29-05-2012 18:49			"dka/00000000-0000-0000-0000-000017730016"	"Jul i Gammelby, 03:24"	12-06-2012 12:10	"54498_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000017730016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/15-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000017730016"
250610770	88	29-05-2012 18:50			"dka/00000000-0000-0000-0000-000020760016"	"TV SLUK i TV Byen, 05:10."	12-06-2012 12:15	"63503_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000020760016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2009/12/20/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000020760016"
803140640	88	29-05-2012 16:59			"dka/00000000-0000-0000-0000-000020770016"	"Venskaber m. Alexandra & Charlotte. MPG 2002."	12-06-2012 12:15	"58684_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000020770016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/14-09-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000020770016"
506129520	88	29-05-2012 16:59			"dka/00000000-0000-0000-0000-000020780016"	"Labyrint 08.02.1990."	12-06-2012 12:15	"54167_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000020780016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/04-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000020780016"
202556290	88	29-05-2012 16:59			"dka/00000000-0000-0000-0000-000020790016"	"Danmarkshistorie, 12:12. Hvad fortæller den - specielt om Danmark?"	12-06-2012 12:15	"28766_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000020790016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/16-04-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000020790016"
831013155	88	29-05-2012 16:59			"dka/00000000-0000-0000-0000-000020850016"	"6:24: Er det min kuffert?"	10-12-2012 11:54	"pig_06_ankomst_groenland.mp4"	"DKA/00000000-0000-0000-0000-000020850016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/PERLEVENNER_JULEKALENDER09//"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000020850016"
802466970	88	29-05-2012 16:59			"dka/00000000-0000-0000-0000-000020870016"	"Bertelsen - bag om Bertelsen"	10-12-2012 11:54	"59699_720x576x6m.mp4"	"DKA/00000000-0000-0000-0000-000020870016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/MM//"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000020870016"
522236460	88	29-05-2012 16:59			"dka/00000000-0000-0000-0000-000020880016"	"Mandrilaftalen: Forbrugerservice"	10-12-2012 11:54	"59997_720x576x6m.mp4"	"DKA/00000000-0000-0000-0000-000020880016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/MM//"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000020880016"
213732140	88	29-05-2012 17:39			"dka/00000000-0000-0000-0000-0000216f0016"	"Bondefanget."	12-06-2012 12:15	"52777_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-0000216F0016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2010/1/26/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-0000216f0016"
505652880	88	29-05-2012 19:08			"dka/00000000-0000-0000-0000-000021700016"	"Heavy metal"	12-06-2012 12:15	"53449_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000021700016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/04-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000021700016"
202956630	88	29-05-2012 19:08			"dka/00000000-0000-0000-0000-000021710016"	"Kongeligt Middagstaffel. Tolv retter - i 1771"	12-06-2012 12:15	"55265_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000021710016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/16-03-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000021710016"
213363510	88	29-05-2012 19:08			"dka/00000000-0000-0000-0000-000021720016"	"Havregrød til Egon"	12-06-2012 12:15	"53715_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000021720016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/01-03-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000021720016"
522040050	88	29-05-2012 19:08			"dka/00000000-0000-0000-0000-000021730016"	"Husk lige tandbørsten. 27.10.1995."	12-06-2012 12:15	"55459_512x384x400K.flv"	"DKA/00000000-0000-0000-0000-000021730016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/14-07-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000021730016"
901803780	88	29-05-2012 19:08			"dka/00000000-0000-0000-0000-000021740016"	"Cirkus Julius 15:24"	12-06-2012 12:15	"63372_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-000021740016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/2009/12/14/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-000021740016"
506130960	88	29-05-2012 17:38			"dka/00000000-0000-0000-0000-00002e780016"	"Labyrint 27.03.1990."	12-06-2012 12:20	"54153_720x540x1400K.mp4"	"DKA/00000000-0000-0000-0000-00002E780016"	"RTMP://VOD-BONANZA.GSS.DR.DK/BONANZA/MP4:BONANZA/04-02-2008/"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-00002e780016"
831013034	88	29-05-2012 19:04			"dka/00000000-0000-0000-0000-00002e840016"	"HEKSEMISSIONEN: Wicca Hekse (3:5)"	10-12-2012 11:56	"00831013035_heksemissionen_med_mascha_vang_afsnit_kom_i_balance_med_wicca-hekse.mp4"	"DKA/00000000-0000-0000-0000-00002E840016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/HEKSEMISSIONEN//"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-00002e840016"
831013169	88	29-05-2012 18:47			"dka/00000000-0000-0000-0000-00002e850016"	"20:24: Maskedans"	10-12-2012 11:56	"pig_20_maskedans.mp4"	"DKA/00000000-0000-0000-0000-00002E850016"	"RTMP://VOD.DR.DK/PIRAT/MP4:VIDEO/PERLEVENNER_JULEKALENDER09//"	"http://www.danskkulturarv.dk/chaos_post/00000000-0000-0000-0000-00002e850016"
